created_at,source,original_text,polarity,subjectivity,lang,fav_count,retweet_count,screen_name,follower_count,friends_count,sensitivity,hashtags,mentions,location
Sun Aug 07 22:25:14 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","If you’re against capitalism when China is rich &amp; against communism, if you’re against Muslims &amp; against China for educating extremists, if you’re against invasions &amp; for US invasions… maybe you’re just a racist a Western supremacist aka white supremacist #Xinjiang #Taiwan #Evil",-0.15625,0.4375,en,0,0,marketdaytrader,42,69,false,"[{'text': 'Xinjiang', 'indices': [268, 277]}, {'text': 'Taiwan', 'indices': [278, 285]}, {'text': 'Evil', 'indices': [286, 291]}]",[],
Sun Aug 07 22:25:13 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @globaltimesnews: #GTGraphic: 160+ countries, accounting for over 80% of the world’s population, have reiterated their commitment to the…",0.0,0.0,en,0,165,GreatMundungus,177,293,false,"[{'text': 'GTGraphic', 'indices': [21, 31]}]","[{'screen_name': 'globaltimesnews', 'name': 'Global Times', 'id': 49616273, 'id_str': '49616273', 'indices': [3, 19]}]",
Sun Aug 07 22:25:05 +0000 2022,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Hephaistos bot</a>","RT @odisseoisback: #Corfu #Greece🇬🇷
#Summer #Beaches #Travel #Excursion
👉check availability on https://t.co/BbZwjJWGjp     
-
#Vacanze #Hol…",0.0,0.0,en,0,2,hephaistos_ai,4161,208,false,"[{'text': 'Corfu', 'indices': [19, 25]}, {'text': 'Greece', 'indices': [26, 33]}, {'text': 'Summer', 'indices': [36, 43]}, {'text': 'Beaches', 'indices': [44, 52]}, {'text': 'Travel', 'indices': [53, 60]}, {'text': 'Excursion', 'indices': [61, 71]}, {'text': 'Vacanze', 'indices': [126, 134]}]","[{'screen_name': 'odisseoisback', 'name': 'Odisseo', 'id': 230318508, 'id_str': '230318508', 'indices': [3, 17]}]",
Sun Aug 07 22:25:02 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SpokespersonCHN: ""#Taiwan is part of China. That's been absolutely accepted by the whole of international community... And if you don't…",0.13333333333333333,0.43333333333333335,en,0,669,patricialeahy54,702,2793,false,"[{'text': 'Taiwan', 'indices': [22, 29]}]","[{'screen_name': 'SpokespersonCHN', 'name': 'Hua Chunying 华春莹', 'id': 1183698123719200768, 'id_str': '1183698123719200768', 'indices': [3, 19]}]",
Sun Aug 07 22:25:00 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#Corfu #Greece🇬🇷
#Summer #Beaches #Travel #Excursion
👉check availability on https://t.co/BbZwjJWGjp     
-
#Vacanze #Holidays #Ferie #urlaub 
#Today #Studios #Hotel
#8August #island #Covid #Assange #Italy #putin #trump #berlin #london #milano new york #Taiwan #china #gaza https://t.co/3Z2Xd1cOdu",0.13636363636363635,0.45454545454545453,en,0,2,odisseoisback,332,845,false,"[{'text': 'Corfu', 'indices': [0, 6]}, {'text': 'Greece', 'indices': [7, 14]}, {'text': 'Summer', 'indices': [17, 24]}, {'text': 'Beaches', 'indices': [25, 33]}, {'text': 'Travel', 'indices': [34, 41]}, {'text': 'Excursion', 'indices': [42, 52]}, {'text': 'Vacanze', 'indices': [107, 115]}, {'text': 'Holidays', 'indices': [116, 125]}, {'text': 'Ferie', 'indices': [126, 132]}, {'text': 'urlaub', 'indices': [133, 140]}, {'text': 'Today', 'indices': [142, 148]}, {'text': 'Studios', 'indices': [149, 157]}, {'text': 'Hotel', 'indices': [158, 164]}, {'text': '8August', 'indices': [165, 173]}, {'text': 'island', 'indices': [174, 181]}, {'text': 'Covid', 'indices': [182, 188]}, {'text': 'Assange', 'indices': [189, 197]}, {'text': 'Italy', 'indices': [198, 204]}, {'text': 'putin', 'indices': [205, 211]}, {'text': 'trump', 'indices': [212, 218]}, {'text': 'berlin', 'indices': [219, 226]}, {'text': 'london', 'indices': [227, 234]}, {'text': 'milano', 'indices': [235, 242]}, {'text': 'Taiwan', 'indices': [252, 259]}, {'text': 'china', 'indices': [260, 266]}, {'text': 'gaza', 'indices': [267, 272]}]",[],
Sun Aug 07 22:24:59 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","The U.S. has substantially increased defense &amp; ""diplomatic"" contacts with #Taiwan in the past yrs, the act clearly changing the status quo across Taiwan Strait. So you hypocrite don't throw mud at #China",-0.07499999999999998,0.31666666666666665,en,0,0,RenKeNews,48203,422,false,"[{'text': 'Taiwan', 'indices': [78, 85]}, {'text': 'China', 'indices': [201, 207]}]",[],
Sun Aug 07 22:24:57 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#taiwan shouod be a member of #nato,0.0,0.0,en,0,0,michaelsgordon,608,4919,false,"[{'text': 'taiwan', 'indices': [0, 7]}, {'text': 'nato', 'indices': [30, 35]}]",[],
Sun Aug 07 22:24:44 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @benedictrogers: We must not let this happen.

We must be ready.

We must defend #Taiwan

https://t.co/z4Rv925jhI",0.2,0.5,en,0,36,hoggothoaryhost,44,60,false,"[{'text': 'Taiwan', 'indices': [84, 91]}]","[{'screen_name': 'benedictrogers', 'name': 'Benedict Rogers 羅傑斯', 'id': 49035671, 'id_str': '49035671', 'indices': [3, 18]}]",
Sun Aug 07 22:24:40 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@BarkingMaad @EnemyInAState I think the only way for the governments of the West to distract from the #nightmare of pain and suffering coming - without a military-police or #Fascism state- will be to provoke #China to attack #Taiwan or #KimJongUn to attack #SouthKorea. Or escalate #RussianUkrainianWar.,0.0,1.0,en,1,0,BenEndCOVID19,550,1207,false,"[{'text': 'nightmare', 'indices': [102, 112]}, {'text': 'Fascism', 'indices': [173, 181]}, {'text': 'China', 'indices': [208, 214]}, {'text': 'Taiwan', 'indices': [225, 232]}, {'text': 'KimJongUn', 'indices': [236, 246]}, {'text': 'SouthKorea', 'indices': [257, 268]}, {'text': 'RussianUkrainianWar', 'indices': [282, 302]}]","[{'screen_name': 'BarkingMaad', 'name': 'Barking Maad - AZ 💉💉ModeRNA 💉💉', 'id': 181813902, 'id_str': '181813902', 'indices': [0, 12]}, {'screen_name': 'EnemyInAState', 'name': 'Chris Turnbull', 'id': 846454000585244672, 'id_str': '846454000585244672', 'indices': [13, 27]}]",
Sun Aug 07 22:24:34 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @khalediskef: A Chinese official said in a statement to state TV: #China is canceling the territorial waters of #Taiwan and the army wil…,0.0,0.0,en,0,5,kisdurka,117,316,false,"[{'text': 'China', 'indices': [69, 75]}, {'text': 'Taiwan', 'indices': [115, 122]}]","[{'screen_name': 'khalediskef', 'name': 'خالد اسكيف', 'id': 551195158, 'id_str': '551195158', 'indices': [3, 15]}]",
Sun Aug 07 22:23:58 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @AlArabiya_Eng: #Taiwan reiterates it won’t succumb to pressure from #China after days of military drills in the air and seas surroundin…,-0.1,0.1,en,0,1,Gage3Vicki,165,135,false,"[{'text': 'Taiwan', 'indices': [19, 26]}, {'text': 'China', 'indices': [72, 78]}]","[{'screen_name': 'AlArabiya_Eng', 'name': 'Al Arabiya English', 'id': 22240612, 'id_str': '22240612', 'indices': [3, 17]}]",
Sun Aug 07 22:23:42 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @revmahoney: How do we know how the CCP would treat Taiwan and the rest of the world! Easy answer. Just look how they treated the people…,0.43333333333333335,0.8333333333333334,en,0,5,Atomtopa,153,329,false,[],"[{'screen_name': 'revmahoney', 'name': 'Rev. Patrick Mahoney', 'id': 108665128, 'id_str': '108665128', 'indices': [3, 14]}]",
Sun Aug 07 22:23:39 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @WilliamYang120: On Sunday, #Taiwan's military disputed Chinese state media reports saying that People's Liberation Army (PLA) warships…",-0.05,0.05,en,0,12,AyaHitaisyou,437,2053,false,"[{'text': 'Taiwan', 'indices': [31, 38]}]","[{'screen_name': 'WilliamYang120', 'name': 'William Yang', 'id': 365216346, 'id_str': '365216346', 'indices': [3, 18]}]",
Sun Aug 07 22:23:23 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@serpentza @CGMeifangZhang @ChaoyangShaoxia Doesn't it demonstrate that #Taiwan is not scared of the PLA ?,0.0,0.0,en,0,0,zomgallthecute,4,26,false,"[{'text': 'Taiwan', 'indices': [72, 79]}]","[{'screen_name': 'serpentza', 'name': 'Winston Sterzel', 'id': 223459075, 'id_str': '223459075', 'indices': [0, 10]}, {'screen_name': 'CGMeifangZhang', 'name': 'Zhang Meifang张美芳', 'id': 1222894323152195586, 'id_str': '1222894323152195586', 'indices': [11, 26]}, {'screen_name': 'ChaoyangShaoxia', 'name': 'Shao Xia 少侠', 'id': 350762108, 'id_str': '350762108', 'indices': [27, 43]}]",
Sun Aug 07 22:23:20 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @AnonOpsSE: If you think #Taiwan is a country, stop buying @Apple products. It won't be easy, but putting a flag next to your Twitter ha…",0.21666666666666667,0.4166666666666667,en,0,159,heymontecristo,16,130,false,"[{'text': 'Taiwan', 'indices': [28, 35]}]","[{'screen_name': 'AnonOpsSE', 'name': 'Anonymous Operations', 'id': 1009546724, 'id_str': '1009546724', 'indices': [3, 13]}, {'screen_name': 'Apple', 'name': 'Apple', 'id': 380749300, 'id_str': '380749300', 'indices': [62, 68]}]",
Sun Aug 07 22:23:13 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@PaulJawin This is more like it. Need to live stream the slaughter. Especially for next conflict #ChinaTaiwanCrisis  When kids and parents see their guts splattered in real time on TV, then things will happen. (a);No one signs ups (b) kids will choose prison over death.(c) Govt collapse.",0.1672727272727273,0.45999999999999996,en,0,0,Mhxavologos,100,99,false,"[{'text': 'ChinaTaiwanCrisis', 'indices': [97, 115]}]","[{'screen_name': 'PaulJawin', 'name': 'Paul Jawin', 'id': 1319668800200036356, 'id_str': '1319668800200036356', 'indices': [0, 10]}]",
Sun Aug 07 22:23:11 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @SpokespersonCHN: ""#Taiwan is part of China. That's been absolutely accepted by the whole of international community... And if you don't…",0.13333333333333333,0.43333333333333335,en,0,669,MauricioLoren14,433,482,false,"[{'text': 'Taiwan', 'indices': [22, 29]}]","[{'screen_name': 'SpokespersonCHN', 'name': 'Hua Chunying 华春莹', 'id': 1183698123719200768, 'id_str': '1183698123719200768', 'indices': [3, 19]}]",
Sun Aug 07 22:23:02 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",🇨🇳🇹🇼 Chinese naval drills around Taiwan Strait spark logistical bottleneck fears #containers #TaiwanStraitsCrisis #bottleneck https://t.co/A1I49Ed9TF via @container_news,0.0,0.0,en,0,0,mgiulianico,420,37,false,"[{'text': 'containers', 'indices': [81, 92]}, {'text': 'TaiwanStraitsCrisis', 'indices': [93, 113]}, {'text': 'bottleneck', 'indices': [114, 125]}]","[{'screen_name': 'container_news', 'name': 'Container-News', 'id': 727809231391473664, 'id_str': '727809231391473664', 'indices': [154, 169]}]",
Sun Aug 07 22:23:00 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @StephenMcDonell: Hardliners in the upper ranks of #China’s Communist Party here in #Beijing are probably happy where Nancy Pelosi’s vis…,0.4,0.5,en,0,38,hoggothoaryhost,44,60,false,"[{'text': 'China', 'indices': [54, 60]}, {'text': 'Beijing', 'indices': [87, 95]}]","[{'screen_name': 'StephenMcDonell', 'name': 'Stephen McDonell', 'id': 243983947, 'id_str': '243983947', 'indices': [3, 19]}]",
Sun Aug 07 22:22:52 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Good luck !! 🤣🤣#taiwan https://t.co/sS4KZ6GUVf,1.0,0.6000000000000001,en,0,0,mashimaroooo,435,555,false,"[{'text': 'taiwan', 'indices': [15, 22]}]",[],
Sun Aug 07 22:22:45 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SpokespersonCHN: ""#Taiwan is part of China. That's been absolutely accepted by the whole of international community... And if you don't…",0.13333333333333333,0.43333333333333335,en,0,669,OnwardsPeople,939,2185,false,"[{'text': 'Taiwan', 'indices': [22, 29]}]","[{'screen_name': 'SpokespersonCHN', 'name': 'Hua Chunying 华春莹', 'id': 1183698123719200768, 'id_str': '1183698123719200768', 'indices': [3, 19]}]",
Sun Aug 07 22:22:40 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @kuomintang: The PLA's military exercises and the immediate threat they represented may have ended, but the precedent has been set. The…",-0.1,0.1,en,0,16,pikarasukaru,1140,1937,false,[],"[{'screen_name': 'kuomintang', 'name': '中國國民黨 KMT', 'id': 1062560079847682048, 'id_str': '1062560079847682048', 'indices': [3, 14]}]",
Sun Aug 07 22:22:37 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Here’s the thing - #Taiwan has never been part of the #PRC so all this talk of reunification is, frankly, BS. And on re-education, we’ll let’s ask Tibetans or Uyghurs how they feel about Beijing’s re-education methods.
#TaiwanIsaCountry 🇹🇼 https://t.co/s674BdvB64",0.0,0.0,en,1,0,DisneyTory,726,1660,false,"[{'text': 'Taiwan', 'indices': [19, 26]}, {'text': 'PRC', 'indices': [54, 58]}, {'text': 'TaiwanIsaCountry', 'indices': [219, 236]}]",[],
Sun Aug 07 22:22:34 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @timand2037: Former colonial regimes - now the self-styled G7 - are building provocations and false pretexts for war with #China, just a…",-0.20000000000000004,0.3,en,0,128,Klypto1689861,3,339,false,"[{'text': 'China', 'indices': [125, 131]}]","[{'screen_name': 'timand2037', 'name': 'tim anderson', 'id': 56575418, 'id_str': '56575418', 'indices': [3, 14]}]",
Sun Aug 07 22:22:28 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#US #GTGraphic: 160+ countries, accounting for over 80% of the world’s population, have reiterated their commitment to the one-China principle after #Pelosi’s provocative visit to the island of #Taiwan. https://t.co/IJMbZYxLT7 https://t.co/Uz7034j8l0",0.0,0.0,en,1,0,TsubasaMeng,332,56,false,"[{'text': 'US', 'indices': [0, 3]}, {'text': 'GTGraphic', 'indices': [4, 14]}, {'text': 'Pelosi', 'indices': [149, 156]}, {'text': 'Taiwan', 'indices': [194, 201]}]",[],
Sun Aug 07 22:22:23 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @IndoPac_Info: From Chinese media:

""#PLA Eastern Theater Command continues joint military drills around #Taiwan on Sunday, focusing on…",-0.05,0.05,en,0,60,Agamayer07,24,244,false,"[{'text': 'PLA', 'indices': [40, 44]}, {'text': 'Taiwan', 'indices': [108, 115]}]","[{'screen_name': 'IndoPac_Info', 'name': 'Indo-Pacific News - Watching the CCP-China Threat', 'id': 844136511079559168, 'id_str': '844136511079559168', 'indices': [3, 16]}]",
Sun Aug 07 22:22:22 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @SpokespersonCHN: Baidu Maps show that there are 38 Shandong dumpling restaurants and 67 Shanxi noodle restaurants in Taipei. Palates do…,0.0,0.0,en,0,358,dopenerdo,22,80,false,[],"[{'screen_name': 'SpokespersonCHN', 'name': 'Hua Chunying 华春莹', 'id': 1183698123719200768, 'id_str': '1183698123719200768', 'indices': [3, 19]}]",
Sun Aug 07 22:22:04 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @CGMeifangZhang: #US House Speaker Nancy #Pelosi and her family are now under scrutiny for several market trades. Her husband, Paul Pelo…",0.0,0.0,en,0,121,UkraineWarSTOP,112,163,false,"[{'text': 'US', 'indices': [20, 23]}, {'text': 'Pelosi', 'indices': [44, 51]}]","[{'screen_name': 'CGMeifangZhang', 'name': 'Zhang Meifang张美芳', 'id': 1222894323152195586, 'id_str': '1222894323152195586', 'indices': [3, 18]}]",
Sun Aug 07 22:21:39 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@POTUS Genocidal Racist US in $30 Trillion DEBT sells body of Pelosi door mat to #Korea after 1 night stand in #Taiwan &amp; flee the next day.

#China cancels US oligarchs invested in #ClimateCrisis.

US Oligarchs loose 90% of their fake investment.

Oligarchs coming for you.

Run for it. https://t.co/h2DIgV8Y31",-0.1923076923076923,0.4230769230769231,en,0,0,HelloHypercube,1273,2292,false,"[{'text': 'Korea', 'indices': [81, 87]}, {'text': 'Taiwan', 'indices': [111, 118]}, {'text': 'China', 'indices': [145, 151]}, {'text': 'ClimateCrisis', 'indices': [185, 199]}]","[{'screen_name': 'POTUS', 'name': 'President Biden', 'id': 1349149096909668363, 'id_str': '1349149096909668363', 'indices': [0, 6]}]",
Sun Aug 07 22:21:16 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @CGMeifangZhang: Responding to a CNN reporter saying ""China is busy encircling #Taiwan” during an interview, Roger Waters, co-founder of…",0.1,0.3,en,0,128,Luisbz88,395,1920,false,"[{'text': 'Taiwan', 'indices': [82, 89]}]","[{'screen_name': 'CGMeifangZhang', 'name': 'Zhang Meifang张美芳', 'id': 1222894323152195586, 'id_str': '1222894323152195586', 'indices': [3, 18]}]",
Sun Aug 07 22:21:08 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @terror_alarm: 🚨🇨🇳🇹🇼China now has #Taiwan surrounded from air and the sea as it gears up to start the next round of military drill ""exer…",-0.10000000000000002,0.16666666666666666,en,0,112,PaddyDrapes,1607,3610,false,"[{'text': 'Taiwan', 'indices': [37, 44]}]","[{'screen_name': 'terror_alarm', 'name': 'Terror Alarm', 'id': 754718787237281792, 'id_str': '754718787237281792', 'indices': [3, 16]}]",
Sun Aug 07 22:20:53 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @globaltimesnews: #PLA conducted large-scale live-fire drills in six areas around the Taiwan island from August 4 to 7 after Pelosi's pr…,0.0,0.0,en,0,24,YazdJBilimoria,718,1188,false,"[{'text': 'PLA', 'indices': [21, 25]}]","[{'screen_name': 'globaltimesnews', 'name': 'Global Times', 'id': 49616273, 'id_str': '49616273', 'indices': [3, 19]}]",
Sun Aug 07 22:20:41 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#Apple asks suppliers in #Taiwan to label products as made in China – report - The Guardian https://t.co/GEYyDFFRtJ,0.0,0.0,en,0,0,Fibognocchi,146,626,false,"[{'text': 'Apple', 'indices': [0, 6]}, {'text': 'Taiwan', 'indices': [25, 32]}]",[],
Sun Aug 07 22:20:39 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @globaltimesnews: #GTGraphic: 160+ countries, accounting for over 80% of the world’s population, have reiterated their commitment to the…",0.0,0.0,en,0,165,HumanaEmpatia,848,491,false,"[{'text': 'GTGraphic', 'indices': [21, 31]}]","[{'screen_name': 'globaltimesnews', 'name': 'Global Times', 'id': 49616273, 'id_str': '49616273', 'indices': [3, 19]}]",
Sun Aug 07 22:20:32 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Fallen_x_King: True that
#China #Taiwan #WWIII https://t.co/6Z7b4cnAKP",0.35,0.65,en,0,2303,Brain_Hm,80,65,false,"[{'text': 'China', 'indices': [29, 35]}, {'text': 'Taiwan', 'indices': [36, 43]}, {'text': 'WWIII', 'indices': [44, 50]}]","[{'screen_name': 'Fallen_x_King', 'name': 'SAAD', 'id': 1259506674714509312, 'id_str': '1259506674714509312', 'indices': [3, 17]}]",
Sun Aug 07 22:20:30 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @terror_alarm: 🚨🇨🇳🇹🇼China now has #Taiwan surrounded from air and the sea as it gears up to start the next round of military drill ""exer…",-0.10000000000000002,0.16666666666666666,en,0,112,Truth01Seeker,149,281,false,"[{'text': 'Taiwan', 'indices': [37, 44]}]","[{'screen_name': 'terror_alarm', 'name': 'Terror Alarm', 'id': 754718787237281792, 'id_str': '754718787237281792', 'indices': [3, 16]}]",
Sun Aug 07 22:20:29 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @SpokespersonCHN: ""#Taiwan is part of China. That's been absolutely accepted by the whole of international community... And if you don't…",0.13333333333333333,0.43333333333333335,en,0,669,chloe2_k,0,14,false,"[{'text': 'Taiwan', 'indices': [22, 29]}]","[{'screen_name': 'SpokespersonCHN', 'name': 'Hua Chunying 华春莹', 'id': 1183698123719200768, 'id_str': '1183698123719200768', 'indices': [3, 19]}]",
Sun Aug 07 22:20:27 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@CGMeifangZhang Looks like #Taiwan isn't too scared to resist. Not at all.,0.0,0.0,en,0,0,zomgallthecute,4,26,false,"[{'text': 'Taiwan', 'indices': [27, 34]}]","[{'screen_name': 'CGMeifangZhang', 'name': 'Zhang Meifang张美芳', 'id': 1222894323152195586, 'id_str': '1222894323152195586', 'indices': [0, 15]}]",
Sun Aug 07 22:20:26 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @SpokespersonCHN: ""#Taiwan is part of China. That's been absolutely accepted by the whole of international community... And if you don't…",0.13333333333333333,0.43333333333333335,en,0,669,unrelatednamed,278,647,false,"[{'text': 'Taiwan', 'indices': [22, 29]}]","[{'screen_name': 'SpokespersonCHN', 'name': 'Hua Chunying 华春莹', 'id': 1183698123719200768, 'id_str': '1183698123719200768', 'indices': [3, 19]}]",
Sun Aug 07 22:20:26 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @thinking_panda: Today, Pink Floyd got 1.4 billion new fans.
#Taiwanchina #Taiwan #China #PinkFloyd #RogerWaters https://t.co/dVGozWwj2C",0.018181818181818174,0.37727272727272726,en,0,99,OnwardsPeople,939,2185,false,"[{'text': 'Taiwanchina', 'indices': [64, 76]}, {'text': 'Taiwan', 'indices': [77, 84]}, {'text': 'China', 'indices': [85, 91]}, {'text': 'PinkFloyd', 'indices': [92, 102]}, {'text': 'RogerWaters', 'indices': [103, 115]}]","[{'screen_name': 'thinking_panda', 'name': 'ShanghaiPanda', 'id': 1424619313, 'id_str': '1424619313', 'indices': [3, 18]}]",
Sun Aug 07 22:20:02 +0000 2022,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","21.56US $ 40% OFF|New Ems Intelligent Sleep Device Fast Sleep Rest Hypnosis Insomnia Artifact Wristband Watch Microcurrent Sleep Aid Instrument - Sleep &amp; Snoring - AliExpress https://t.co/tkdsD6GWF3

#NancyPelosi #USA #uk #RT #EUA #Europe #Russia  #Taiwan #China #America https://t.co/QlqTASGYyz",0.5,0.75,en,0,0,doos94619918,1936,4792,false,"[{'text': 'NancyPelosi', 'indices': [204, 216]}, {'text': 'USA', 'indices': [217, 221]}, {'text': 'uk', 'indices': [222, 225]}, {'text': 'RT', 'indices': [226, 229]}, {'text': 'EUA', 'indices': [230, 234]}, {'text': 'Europe', 'indices': [235, 242]}, {'text': 'Russia', 'indices': [243, 250]}, {'text': 'Taiwan', 'indices': [252, 259]}, {'text': 'China', 'indices': [260, 266]}, {'text': 'America', 'indices': [267, 275]}]",[],
Sun Aug 07 22:20:02 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @WilliamYang120: Australia's Shadow Defence Minister Andrew Hastie says he is “open-minded” about visiting #Taiwan, as he weighs up a tr…",0.4,0.7,en,0,61,hoggothoaryhost,44,60,false,"[{'text': 'Taiwan', 'indices': [110, 117]}]","[{'screen_name': 'WilliamYang120', 'name': 'William Yang', 'id': 365216346, 'id_str': '365216346', 'indices': [3, 18]}]",
Sun Aug 07 22:19:47 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @benedictrogers: #RogerWaters - you're either a moron, or in the pay of #VladimirPutin and #XiJinping #CCP - or both.

Either way: no on…",-0.8,1.0,en,0,9,vlenuveno,292,4981,false,"[{'text': 'RogerWaters', 'indices': [20, 32]}, {'text': 'VladimirPutin', 'indices': [75, 89]}, {'text': 'XiJinping', 'indices': [94, 104]}, {'text': 'CCP', 'indices': [105, 109]}]","[{'screen_name': 'benedictrogers', 'name': 'Benedict Rogers 羅傑斯', 'id': 49035671, 'id_str': '49035671', 'indices': [3, 18]}]",
Sun Aug 07 22:19:43 +0000 2022,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @AnnaGE_: How could #Pelosi family's Return of Investment exceed Warren Buffett?
https://t.co/OeK6yRp8mo",0.0,0.0,en,0,3,AdigunPolack,1019,567,false,"[{'text': 'Pelosi', 'indices': [23, 30]}]","[{'screen_name': 'AnnaGE_', 'name': 'Anna GE', 'id': 1014383832374497281, 'id_str': '1014383832374497281', 'indices': [3, 11]}]",
Sun Aug 07 22:19:35 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@RNBreakfast finally someone with a more balanced view on the perceived China-Taiwan crisis #China #Taiwan,0.25,0.75,en,1,0,michaelxxx007,114,231,false,"[{'text': 'China', 'indices': [92, 98]}, {'text': 'Taiwan', 'indices': [99, 106]}]","[{'screen_name': 'RNBreakfast', 'name': 'RN Breakfast', 'id': 20138772, 'id_str': '20138772', 'indices': [0, 12]}]",
Sun Aug 07 22:19:30 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""#Taiwan is part of China. That's been absolutely accepted by the whole of international community... And if you don't know that, you are not reading enough.""--Roger Waters, co-founder of rock band Pink Floyd https://t.co/F5PFHBlIZi",0.06000000000000001,0.42000000000000004,en,0,0,zamos_mthethwa,4449,308,false,"[{'text': 'Taiwan', 'indices': [1, 8]}]",[],
Sun Aug 07 22:19:21 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @ReadovkaWorld: ""Don’t forget 23 million #Russians died, protecting you and me from the Nazis"", Roger Waters in @CNN interview 
 
Co-fou…",0.0,0.0,en,0,9,WeRAllAssange,94,85,false,"[{'text': 'Russians', 'indices': [44, 53]}]","[{'screen_name': 'ReadovkaWorld', 'name': 'Readovka World', 'id': 758319705849524224, 'id_str': '758319705849524224', 'indices': [3, 17]}, {'screen_name': 'CNN', 'name': 'CNN', 'id': 759251, 'id_str': '759251', 'indices': [115, 119]}]",
